# Blade 130X
000000000;4291420554;0;Tx; 
000000000;4291420554;1;Control P4; 
000000000;4291420554;2;Control P3; 
000000000;4291420554;3;Control P2; 
000000000;4291420554;4;Control P1; 
000000000;4272121973;0;Rx; 
000000000;4272121973;1;U Rx;V
000000000;4272121973;2;A1; 
000000000;4272121973;3;A2; 
000000000;4272121973;4;Q;%
000050898;4291420554;1;1;0;1;2;1;0;50;3;1;0;50;4;1;0;50;
000051118;4291420554;1;1;0;1;2;1;0;50;3;1;0;50;4;1;0;50;
000051338;4291420554;1;1;0;1;2;1;0;50;3;1;0;50;4;1;0;50;
000051558;4291420554;1;1;0;1;2;1;0;50;3;1;0;50;4;1;0;50;
000051778;4291420554;1;1;0;1;2;1;0;50;3;1;0;50;4;1;0;50;
000052005;4291420554;1;1;0;1;2;1;0;50;3;1;0;50;4;1;0;50;
000052235;4291420554;1;1;0;1;2;1;0;50;3;1;0;50;4;1;0;50;
000052438;4291420554;1;1;0;3;2;1;0;50;3;1;0;50;4;1;0;50;
000052658;4291420554;1;1;0;7;2;1;0;50;3;1;0;50;4;1;0;50;
000052878;4291420554;1;1;0;14;2;1;0;50;3;1;0;50;4;1;0;50;
000053098;4291420554;1;1;0;21;2;1;0;50;3;1;0;50;4;1;0;50;
000053318;4291420554;1;1;0;29;2;1;0;50;3;1;0;50;4;1;0;50;
000053565;4291420554;1;1;0;38;2;1;0;50;3;1;0;50;4;1;0;50;
000053765;4291420554;1;1;0;46;2;1;0;50;3;1;0;50;4;1;0;50;
000053978;4291420554;1;1;0;54;2;1;0;50;3;1;0;50;4;1;0;50;
000054198;4291420554;1;1;0;62;2;1;0;50;3;1;0;50;4;1;0;50;
000054418;4291420554;1;1;0;70;2;1;0;50;3;1;0;50;4;1;0;50;
000054638;4291420554;1;1;0;75;2;1;0;50;3;1;0;50;4;1;0;50;
000054874;4291420554;1;1;0;81;2;1;0;50;3;1;0;50;4;1;0;50;
000055078;4291420554;1;1;0;88;2;1;0;50;3;1;0;50;4;1;0;50;
000055298;4291420554;1;1;0;94;2;1;0;50;3;1;0;50;4;1;0;50;
000055518;4291420554;1;1;0;99;2;1;0;50;3;1;0;50;4;1;0;50;
000055748;4291420554;1;1;0;99;2;1;0;50;3;1;0;50;4;1;0;50;
000055965;4291420554;1;1;0;78;2;1;0;50;3;1;0;50;4;1;0;50;
000056194;4291420554;1;1;0;57;2;1;0;27;3;1;0;50;4;1;0;50;
000056398;4291420554;1;1;0;50;2;1;0;7;3;1;0;50;4;1;0;50;
000056618;4291420554;1;1;0;46;2;1;0;93;3;1;0;50;4;1;0;50;
000056838;4291420554;1;1;0;54;2;1;0;50;3;1;0;50;4;1;0;50;
000057058;4291420554;1;1;0;49;2;1;0;2;3;1;0;50;4;1;0;50;
000057280;4291420554;1;1;0;49;2;1;0;90;3;1;0;50;4;1;0;50;
000057498;4291420554;1;1;0;50;2;1;0;38;3;1;0;50;4;1;0;50;
000057718;4291420554;1;1;0;52;2;1;0;2;3;1;0;50;4;1;0;50;
000057938;4291420554;1;1;0;58;2;1;0;81;3;1;0;50;4;1;0;50;
000058158;4291420554;1;1;0;54;2;1;0;89;3;1;0;50;4;1;0;50;
000058378;4291420554;1;1;0;51;2;1;0;39;3;1;0;50;4;1;0;50;
